,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,transcript_id,gene_id,gene_name,transcript_name,CP209,GZ209,CP334,GZ334,CP336,GZ336
5534,74.0451620077459,0.579106151125779,0.485556217825201,1.19266550373835,0.233000400829685,0.488610345433411,ENST00000282470.11,ENSG00000152583.13,SPARCL1,SPARCL1-201,120,32,46,151,39,102
5535,357.474595675032,-0.448832591489514,0.376433134188637,-1.19233019286925,0.233131800179671,0.488797568398388,ENST00000504156.7,ENSG00000170445.16,HARS1,HARS1-207,356,111,476,509,522,348
5536,201.668983270741,0.399507245972306,0.335149994184828,1.19202522125657,0.233251356015239,0.488871588686445,ENST00000394888.8,ENSG00000149532.16,CPSF7,CPSF7-202,248,155,187,231,151,253
5537,148.57384745502,-0.471561083898016,0.39558903544431,-1.19204791247153,0.233242459044052,0.488871588686445,ENST00000361246.7,ENSG00000198752.11,CDC42BPB,CDC42BPB-201,252,97,217,116,119,121
5538,66.2225547019331,0.60622125179475,0.508847983031694,1.1913602333312,0.233512197206648,0.489214464901986,ENST00000519234.5,ENSG00000198363.18,ASPH,ASPH-214,63,63,95,72,23,78
5539,12.4654654645141,0.777392277890374,0.652565735346679,1.19128577518306,0.23354141624791,0.489214464901986,ENST00000537619.6,ENSG00000153233.13,PTPRR,PTPRR-205,7,9,11,14,12,22
5540,67.2880918522823,0.423459596149589,0.355425130807974,1.19141714933594,0.233489863842278,0.489214464901986,ENST00000355808.10,ENSG00000131828.14,PDHA1,PDHA1-201,76,39,60,117,57,78
5541,23.0908771091841,-0.67383445223947,0.565762295728845,-1.19102042912103,0.233645565049463,0.489260691800924,ENST00000517399.3,ENSG00000143494.16,VASH2,VASH2-211,43,12,27,11,25,26
5542,14.2402953791706,0.765505239762851,0.642907527537565,1.19069260659438,0.23377428143353,0.489260691800924,ENST00000677389.1,ENSG00000160789.24,LMNA,LMNA-238,18,6,14,31,5,21
5543,8.5184872722032,-0.929752471947363,0.780838047655745,-1.19071102482607,0.233767048358455,0.489260691800924,ENST00000676177.1,ENSG00000087053.20,MTMR2,MTMR2-252,14,6,10,4,12,5
5544,115.695477355225,0.464964964530621,0.390459804330006,1.19081390548884,0.233726648724441,0.489260691800924,ENST00000548065.7,ENSG00000181929.13,PRKAG1,PRKAG1-206,97,53,93,224,129,148
5545,9.47976190510852,-0.959790300170921,0.805959714145725,-1.19086634645039,0.233706057879851,0.489260691800924,ENST00000598490.1,ENSG00000188368.11,PRR19,PRR19-204,9,3,9,13,22,4
5546,193.872467042015,-0.369132754685833,0.310090468834922,-1.19040342024296,0.233887869409757,0.489410155878151,ENST00000460680.6,ENSG00000163930.10,BAP1,BAP1-202,277,113,233,196,219,169
5547,33.9579068426253,0.574915905418727,0.483163512053257,1.18989925993285,0.234085989396085,0.489736417332173,ENST00000409663.7,ENSG00000121210.16,TMEM131L,TMEM131L-202,36,22,44,48,14,50
5548,58.8255362998886,0.526048508673205,0.442149570222025,1.1897523917281,0.234143726586749,0.489768916193083,ENST00000356613.4,ENSG00000198576.4,ARC,ARC-201,66,21,44,101,52,101
5549,49.2817187313688,0.625098254738178,0.525455165309179,1.18963195341389,0.234191081123182,0.489779689391697,ENST00000481223.6,ENSG00000221978.13,CCNL2,CCNL2-212,47,57,59,58,25,36
5550,26.1524858086043,-0.68794683108356,0.578552438887332,-1.18908293327155,0.234407033567559,0.490104953649896,ENST00000409792.4,ENSG00000181555.22,SETD2,SETD2-202,53,16,44,17,14,21
5551,1596.19353553166,-0.304593240877119,0.256171274996035,-1.18902184049259,0.234431072616163,0.490104953649896,ENST00000374571.5,ENSG00000181191.12,PJA1,PJA1-202,2009,762,2249,1797,1663,1677
5552,14.192652457608,-0.802809349340811,0.675500692987246,-1.18846561916994,0.234650017297755,0.490474324701088,ENST00000426851.6,ENSG00000197024.9,ZNF398,ZNF398-201,26,11,22,8,12,7
5553,651.565078394562,-0.430566860888142,0.362451953294606,-1.18792810184739,0.234861737107871,0.490828463737951,ENST00000353245.7,ENSG00000164924.18,YWHAZ,YWHAZ-201,1247,377,624,581,657,588
5554,7.24921320198187,-0.94618409221845,0.797362937699304,-1.18664167530604,0.235368989909956,0.491799987019272,ENST00000380353.8,ENSG00000134014.17,ELP3,ELP3-202,12,1,13,8,8,7
5555,220.567246103837,-0.434599358522894,0.366564405616048,-1.18560163470456,0.235779656392352,0.492156471323422,ENST00000375254.8,ENSG00000127481.15,UBR4,UBR4-204,366,146,273,217,216,147
5556,35.7331578944629,-0.553207774461128,0.466557496505791,-1.1857226142636,0.235731860824682,0.492156471323422,ENST00000687222.1,ENSG00000135930.15,EIF4E2,EIF4E2-215,44,12,41,34,55,42
5557,23.2108632324782,-0.616859964486201,0.520223272133387,-1.18576003329593,0.235717079022164,0.492156471323422,ENST00000469154.5,ENSG00000082014.17,SMARCD3,SMARCD3-205,47,10,23,28,25,17
5558,15.8927429050721,0.690735253425073,0.582364375783212,1.18608775218456,0.235587646833603,0.492156471323422,ENST00000306357.9,ENSG00000170310.15,STX8,STX8-201,11,8,18,23,12,29
5559,24.0736002417254,-0.682964853409775,0.576066887113131,-1.18556519856982,0.235794052611653,0.492156471323422,ENST00000331552.12,ENSG00000184162.15,NR2C2AP,NR2C2AP-201,27,5,25,33,45,22
5560,73.3456348836945,0.584443261068272,0.492907577133853,1.18570557277021,0.235738593017038,0.492156471323422,ENST00000217420.2,ENSG00000101438.4,SLC32A1,SLC32A1-201,50,28,56,97,85,151
5561,152.438594739903,-0.460713299274765,0.388687975004211,-1.1853037112089,0.235897386685433,0.492283613106357,ENST00000374385.10,ENSG00000101019.22,UQCC1,UQCC1-205,188,42,216,163,186,200
5562,48.1463576825432,-0.621833820302728,0.5248664907523,-1.18474665702404,0.236117629099997,0.492436366016058,ENST00000349129.7,ENSG00000083097.15,DOP1A,DOP1A-202,109,33,59,38,32,29
5563,432.733664529867,-0.427584843971825,0.360890948977458,-1.18480345706463,0.236095165421412,0.492436366016058,ENST00000257966.12,ENSG00000135506.16,OS9,OS9-201,457,137,630,481,558,537
5564,53.0768234932227,0.584006258345411,0.492843639066608,1.18497270138549,0.236028240452547,0.492436366016058,ENST00000487416.7,ENSG00000214046.9,SMIM7,SMIM7-208,29,21,50,116,60,70
5565,30.1811915824481,-0.572179135964733,0.482978227881541,-1.18468929432792,0.236140316835792,0.492436366016058,ENST00000545797.7,ENSG00000167657.14,DAPK3,DAPK3-202,46,13,28,38,45,22
5566,6.84770707326989,-0.961663629269185,0.81204537453312,-1.1842486385962,0.236314653660335,0.492622876904651,ENST00000372852.4,ENSG00000163909.8,HEYL,HEYL-201,12,1,10,8,9,6
5567,96.0169632795025,-0.437992229906196,0.369833059968459,-1.18429712569111,0.236295466233809,0.492622876904651,ENST00000243644.9,ENSG00000256683.7,ZNF350,ZNF350-201,128,34,148,147,98,77
5568,17.8660530719051,0.656406513882621,0.554511655737517,1.18375602584869,0.236509653990833,0.492940828765017,ENST00000286096.9,ENSG00000155666.12,KDM8,KDM8-201,15,9,13,28,18,30
5569,145.593449684418,0.453534623221014,0.383188538436249,1.18358086875938,0.236579017184468,0.492996856603654,ENST00000524376.1,ENSG00000255248.10,MIR100HG,MIR100HG-201,94,88,186,274,129,150
5570,9.31930038108038,0.865870598909761,0.731650221593629,1.18344883026726,0.236631314677483,0.493017308228401,ENST00000276431.9,ENSG00000120889.13,TNFRSF10B,TNFRSF10B-201,5,8,11,19,6,8
5571,150.065700402355,-0.653960985784201,0.553183167963105,-1.18217802647932,0.23713506953412,0.493613575207278,ENST00000446041.6,ENSG00000114120.14,SLC25A36,SLC25A36-203,384,112,161,93,91,84
5572,88.2476410033013,0.457609966570321,0.387121639152868,1.18208314981229,0.237172709638585,0.493613575207278,ENST00000683224.1,ENSG00000170185.11,USP38,USP38-206,98,71,100,96,54,115
5573,48.5234975874156,0.476796394358751,0.403315972280536,1.18219070686123,0.237130039208202,0.493613575207278,ENST00000508164.6,ENSG00000048140.18,TSPAN17,TSPAN17-207,62,34,47,75,29,56
5574,155.651019101155,-0.46855035992383,0.396245979715005,-1.18247347332288,0.237017884931259,0.493613575207278,ENST00000350796.8,ENSG00000008256.16,CYTH3,CYTH3-201,283,99,218,134,117,122
5575,8.07402011391783,-1.01056908232415,0.854788967083313,-1.18224394703219,0.237108919578028,0.493613575207278,ENST00000645042.1,ENSG00000197912.16,SPG7,SPG7-261,9,0,17,8,11,10
5576,39.493186497926,0.546346581560002,0.46203562792605,1.18247716959058,0.237016419120827,0.493613575207278,ENST00000542570.5,ENSG00000177302.15,TOP3A,TOP3A-208,32,34,34,66,39,32
5577,79.6665473636572,0.540335999120196,0.457266863518093,1.18166445511269,0.237338867419032,0.493846752663442,ENST00000650450.2,ENSG00000118655.7,DCLRE1B,DCLRE1B-203,87,60,104,150,33,67
5578,9.90499504384245,0.887975616500496,0.751511378622392,1.18158638945462,0.237369856644264,0.493846752663442,ENST00000456182.5,ENSG00000146963.18,LUC7L2,LUC7L2-204,12,10,5,8,6,16
5579,7.96378041805571,1.11296413982256,0.942148993104723,1.18130375128347,0.237482077623232,0.493991667111958,ENST00000358595.10,ENSG00000143437.21,ARNT,ARNT-202,5,12,11,9,1,5
5580,33.0465426407292,0.508525530760394,0.430631606301259,1.1808829712435,0.237649217009571,0.494250746128327,ENST00000554271.5,ENSG00000050130.18,JKAMP,JKAMP-206,29,18,37,58,26,43
5581,30.3832072297022,-0.517018962474814,0.437864905868874,-1.18077278070247,0.237692999871898,0.494253227649772,ENST00000396965.5,ENSG00000147118.12,ZNF182,ZNF182-202,49,13,41,35,31,27
5582,19.3070991139185,0.78450961915048,0.664778191708662,1.18010733344618,0.237957528285903,0.494714639154049,ENST00000334166.9,ENSG00000187123.15,LYPD6,LYPD6-201,12,22,29,28,7,14
5583,78.4116764294346,0.440084797223037,0.373110280746745,1.17950327271135,0.238197834288963,0.495125535898874,ENST00000268184.11,ENSG00000140577.17,CRTC3,CRTC3-201,77,65,89,94,57,90
5584,32.2751975657966,0.558230934756779,0.473410647225546,1.17916852531376,0.238331076456111,0.495296310773418,ENST00000337673.7,ENSG00000160908.15,ZNF394,ZNF394-201,35,17,22,43,30,56
5585,64.6948860558329,0.519161477638754,0.440309736347721,1.17908243852405,0.238365350768595,0.495296310773418,ENST00000554684.5,ENSG00000100796.18,PPP4R3A,PPP4R3A-205,83,61,54,66,42,75
5586,16.7043220874306,-0.644665938737718,0.546917427083398,-1.17872626984222,0.238507191576163,0.495502319771101,ENST00000343631.4,ENSG00000151348.16,EXT2,EXT2-201,28,8,20,17,20,13
5587,28.9911465867283,-0.917227325292497,0.778313632192866,-1.17848035464604,0.23860515973441,0.495617125240349,ENST00000025301.4,ENSG00000023516.9,AKAP11,AKAP11-201,81,26,21,12,26,6
5588,58.3468282518332,0.478635605856858,0.406248883106182,1.17818319203048,0.238723581824988,0.495774367766462,ENST00000266014.11,ENSG00000016864.19,GLT8D1,GLT8D1-201,45,32,50,103,65,73
5589,512.732000685781,-0.354009924957796,0.30051596504294,-1.17800704833506,0.238793796315335,0.495831455759431,ENST00000269143.8,ENSG00000141385.12,AFG3L2,AFG3L2-201,781,208,543,634,598,536
5590,28.9351593368032,-0.698927671612981,0.593370769646169,-1.17789366677054,0.238839000240945,0.495836600679099,ENST00000411912.5,ENSG00000115464.15,USP34,USP34-202,52,24,38,19,29,11
5591,103.09535376768,-0.431698343070083,0.366726251625912,-1.17716782247279,0.239128529064269,0.496171389199149,ENST00000368521.10,ENSG00000143612.21,C1orf43,C1orf43-206,108,38,155,145,131,91
5592,39.0678188004546,0.505848274039489,0.42970002159649,1.17721258695795,0.239110665996266,0.496171389199149,ENST00000688619.1,ENSG00000248124.9,RRN3P1,RRN3P1-208,41,31,44,61,24,39
5593,9.21671372104273,-0.938434476438205,0.797061809968892,-1.17736725646764,0.239048953063704,0.496171389199149,ENST00000580753.5,ENSG00000196704.14,AMZ2,AMZ2-210,7,2,11,11,21,7
5594,72.8052517582493,-0.461172419397424,0.392139621632171,-1.17604137393188,0.23957834324049,0.496950097127494,ENST00000510191.5,ENSG00000133706.19,LARS1,LARS1-209,124,46,86,69,73,54
5595,426.858674066059,0.327689659666416,0.278644463975739,1.17601352989718,0.239589469489731,0.496950097127494,ENST00000393436.9,ENSG00000127314.18,RAP1B,RAP1B-204,481,250,392,591,391,570
5596,32.5637670740779,-0.521137738104807,0.44334448132896,-1.17546909920397,0.239807092766948,0.497133450153228,ENST00000346134.11,ENSG00000090989.18,EXOC1,EXOC1-201,58,16,42,33,30,29
5597,61.3649926395377,-0.464380643962533,0.395095257400746,-1.17536375156108,0.239849219078667,0.497133450153228,ENST00000519461.2,ENSG00000253230.10,MIR124-1HG,MIR124-1HG-203,88,24,65,61,83,70
5598,566.833591964345,-0.387995044552953,0.330068788971083,-1.17549752511421,0.239795726735607,0.497133450153228,ENST00000335793.4,ENSG00000179604.10,CDC42EP4,CDC42EP4-201,863,179,740,789,568,600
5599,326.69677999657,0.577040664365302,0.490833455414793,1.17563433787873,0.239741027795828,0.497133450153228,ENST00000301522.3,ENSG00000167815.12,PRDX2,PRDX2-201,184,92,292,702,374,519
5600,46.6467418071159,0.598456411533949,0.509521397076895,1.17454618190182,0.240176325374007,0.497722545708098,ENST00000225729.8,ENSG00000108591.10,DRG2,DRG2-201,33,16,32,92,56,75
5601,47.0626912400778,0.624159262672932,0.531655774625163,1.17399131630421,0.240398503853956,0.498094025571355,ENST00000397420.9,ENSG00000177697.19,CD151,CD151-202,34,16,27,92,59,78
5602,14.5525286386821,-0.754618398060169,0.64314287155121,-1.17332933542447,0.240663762678825,0.498554617259509,ENST00000217315.9,ENSG00000101337.16,TM9SF4,TM9SF4-201,19,10,19,7,21,11
5603,8.79257162907307,0.835215376967519,0.712180278009671,1.17275836295509,0.240892719563698,0.49893985553038,ENST00000645392.1,ENSG00000197912.16,SPG7,SPG7-265,8,6,6,12,7,15
5604,32.6970025686498,0.566567961667901,0.483161982902875,1.17262529279294,0.240946102017426,0.498961369363352,ENST00000421367.7,ENSG00000107566.14,ERLIN1,ERLIN1-203,46,26,22,53,21,33
5605,12.6749981792411,0.778655172964751,0.6642510329699,1.17223027788658,0.241104615348213,0.499200546140235,ENST00000241051.8,ENSG00000121690.11,DEPDC7,DEPDC7-201,5,10,17,19,9,17
5606,59.4911885198057,0.578418188703016,0.493736072369309,1.17151292172626,0.241392666935396,0.499618673048916,ENST00000392179.5,ENSG00000158864.13,NDUFS2,NDUFS2-202,32,22,57,101,67,105
5607,7.05832288243329,-0.999647329067873,0.853289924657489,-1.17152130850383,0.241389297858331,0.499618673048916,ENST00000605786.5,ENSG00000138036.18,DYNC2LI1,DYNC2LI1-210,6,1,11,7,14,7
5608,81.7568887004842,-0.523157758473736,0.446662652669232,-1.17125923859399,0.241494590376232,0.499651403336811,ENST00000395044.7,ENSG00000213585.11,VDAC1,VDAC1-202,92,18,108,98,119,101
5609,48.2031808022623,0.467778775524859,0.39936697258797,1.17130060228458,0.241477969429047,0.499651403336811,ENST00000521591.6,ENSG00000145901.16,TNIP1,TNIP1-211,43,24,58,81,36,68
5610,23.7189965143476,0.573354155455561,0.489633259349766,1.1709869468773,0.241604023976904,0.499788716265949,ENST00000356362.6,ENSG00000091127.14,PUS7,PUS7-201,29,16,23,38,13,30
5611,40.9166958736001,-0.608490686479068,0.519903590719864,-1.1703913905202,0.241843498757378,0.500194939062444,ENST00000456430.6,ENSG00000144712.12,CAND2,CAND2-204,83,17,33,62,50,21
5612,225.959573385942,-0.397303212467883,0.339493390185513,-1.17028261507766,0.241887255682749,0.500196294048165,ENST00000371712.4,ENSG00000148384.14,INPP5E,INPP5E-201,378,131,241,260,243,165
5613,46.4006718160052,-0.456351647432509,0.390030459175856,-1.17004104858064,0.241984450178042,0.500244652972623,ENST00000379568.4,ENSG00000111845.5,PAK1IP1,PAK1IP1-201,68,17,61,55,52,48
5614,10.1159092222969,-0.970495859337872,0.829476389967374,-1.17001022702532,0.241996853234666,0.500244652972623,ENST00000373387.9,ENSG00000136895.19,GARNL3,GARNL3-202,24,8,14,7,7,2
5615,144.483255391945,0.384961457684512,0.32920600294364,1.16936342060086,0.242257241040648,0.500693727921054,ENST00000393812.4,ENSG00000157593.19,SLC35B2,SLC35B2-202,130,90,142,253,143,148
5616,76.1756588748273,0.602645061330158,0.515433255684182,1.16920096769894,0.242322671399176,0.500739779484942,ENST00000247668.7,ENSG00000127191.18,TRAF2,TRAF2-201,51,21,57,172,89,116
5617,67.1712068438166,-0.585645511300235,0.501191149657799,-1.16850728848684,0.242602201027457,0.50106152731009,ENST00000279263.14,ENSG00000149809.17,TM7SF2,TM7SF2-201,78,13,68,96,117,69
5618,76.4818281898238,-0.491962342226171,0.421006290250648,-1.16853917297359,0.242589347671261,0.50106152731009,ENST00000395460.6,ENSG00000149179.14,C11orf49,C11orf49-204,85,23,87,93,121,84
5619,761.956795368175,-0.361217026547644,0.309130634439645,-1.16849314272076,0.242607903658371,0.50106152731009,ENST00000252015.3,ENSG00000100991.12,TRPC4AP,TRPC4AP-201,1220,347,904,1105,767,584
5620,18.9575996940365,0.63653543033449,0.544912362731513,1.16814275811929,0.242749185482061,0.501264109878881,ENST00000645065.1,ENSG00000112855.17,HARS2,HARS2-217,15,17,20,21,14,25
5621,8.14156789844563,-0.901476124098201,0.771948267613217,-1.16779344150285,0.242890094247805,0.501465850159364,ENST00000395728.7,ENSG00000204371.11,EHMT2,EHMT2-204,14,2,17,10,6,6
5622,16.8120859268042,0.791653126669198,0.678414187006947,1.1669171161674,0.243243842990573,0.502035474500901,ENST00000368132.7,ENSG00000163565.20,IFI16,IFI16-204,19,4,11,22,12,43
5623,40.4359535022473,-0.479046729332145,0.410568595102286,-1.16678853435636,0.243295778422496,0.502035474500901,ENST00000300289.10,ENSG00000167004.14,PDIA3,PDIA3-201,59,20,62,38,38,40
5624,359.681869798037,0.375645974621362,0.321925448507411,1.16687256743145,0.243261835771923,0.502035474500901,ENST00000361866.8,ENSG00000142156.16,COL6A1,COL6A1-201,347,213,297,479,386,510
5625,230.985040990304,-0.406157911973677,0.34819271297086,-1.16647447474775,0.243422662883862,0.502164006513182,ENST00000590151.5,ENSG00000131473.17,ACLY,ACLY-207,409,84,275,333,212,208
5626,14.6003775283758,0.816701678543507,0.70017794973373,1.16642016340859,0.243444610137282,0.502164006513182,ENST00000494131.6,ENSG00000166347.19,CYB5A,CYB5A-204,13,2,11,33,12,29
5627,71.4200427069489,0.469373454995328,0.402468399344847,1.1662367921541,0.243518720872731,0.502227608979571,ENST00000262053.8,ENSG00000123268.9,ATF1,ATF1-201,70,63,82,77,49,84
5628,631.506562602163,0.446523008020495,0.382917893002459,1.1661064060478,0.243571426943582,0.502247052181996,ENST00000443387.3,ENSG00000167635.12,ZNF146,ZNF146-201,640,563,804,643,378,733
5629,37.0169450459438,0.598050308503585,0.512932502264477,1.16594348352528,0.243637296497316,0.502293626905551,ENST00000265395.7,ENSG00000106049.9,HIBADH,HIBADH-201,43,37,23,33,31,46
5630,5.59626038598293,-1.1183716798999,0.960347896782197,-1.16454847628363,0.244201810091387,0.503368029504538,ENST00000563622.5,ENSG00000140400.18,MAN2C1,MAN2C1-216,11,2,4,2,10,6
5631,502.491200869027,0.670262674080911,0.576230593055643,1.16318481205004,0.244754527323921,0.504232275630717,ENST00000263168.4,ENSG00000116489.13,CAPZA1,CAPZA1-201,205,102,462,1088,581,922
5632,237.640687958822,0.380828163497824,0.327402719713732,1.1631795967694,0.244756642853405,0.504232275630717,ENST00000502976.5,ENSG00000169714.17,CNBP,CNBP-207,220,112,236,355,230,363
5633,130.136859177451,-0.430938790274631,0.370513478738874,-1.16308532618416,0.244794885041229,0.504232275630717,ENST00000526691.5,ENSG00000198431.17,TXNRD1,TXNRD1-210,187,79,216,117,105,111
5634,265.575325909651,-0.325566090757769,0.279852496752418,-1.16334888748837,0.244687978220148,0.504232275630717,ENST00000299601.10,ENSG00000166477.13,LEO1,LEO1-201,388,129,324,296,280,271
5635,12.7214154074561,0.925260091637907,0.795612734474076,1.16295284319391,0.244848635715616,0.504253490235976,ENST00000380860.8,ENSG00000145740.20,SLC30A5,SLC30A5-201,4,6,8,11,16,33
5636,6.84737641967931,0.989724351524562,0.85139214080385,1.1624776693265,0.2450414902199,0.504561123847044,ENST00000502553.5,ENSG00000113407.14,TARS1,TARS1-204,8,5,7,11,1,11
5637,14.1851430795131,0.745264723380301,0.641173545947183,1.16234477871252,0.245095444394045,0.50458269153679,ENST00000381714.7,ENSG00000140382.15,HMG20A,HMG20A-202,11,16,16,16,8,14
5638,619.556153249031,-0.577930188248131,0.497355675700152,-1.16200581693282,0.245233102111303,0.50475576344498,ENST00000616146.4,ENSG00000197045.13,GMFB,GMFB-209,1294,485,828,386,436,344
5639,17.8474401700081,-0.651223968202155,0.560470559736879,-1.16192359596529,0.245266501513679,0.50475576344498,ENST00000679910.1,ENSG00000197102.14,DYNC1H1,DYNC1H1-241,26,5,21,25,26,14
5640,26.0712281075491,-0.591240414312654,0.508948292073974,-1.1616905361905,0.245361191266121,0.504825460372741,ENST00000367041.5,ENSG00000117335.21,CD46,CD46-207,46,8,41,25,21,31
5641,6.70834234777838,-1.14511369311194,0.985785080267332,-1.16162611509742,0.245387369406517,0.504825460372741,ENST00000309383.6,ENSG00000160469.17,BRSK1,BRSK1-201,13,5,3,2,13,3
5642,212.487007511967,-0.397258542164545,0.342240103864642,-1.16075976391611,0.245739610013403,0.505016355994849,ENST00000327697.11,ENSG00000164068.16,RNF123,RNF123-201,348,82,218,305,244,185
5643,26.0838656524552,0.60677312490781,0.52255757993744,1.16116031649651,0.245576709513071,0.505016355994849,ENST00000376185.5,ENSG00000254870.5,ATP6V1G2-DDX39B,ATP6V1G2-DDX39B-201,20,9,29,44,21,48
5644,286.61644713359,0.41472960129342,0.357292754669572,1.16075569927794,0.245741263447041,0.505016355994849,ENST00000314191.7,ENSG00000253729.8,PRKDC,PRKDC-201,363,248,277,353,193,289
5645,7.63143753103136,0.93083926240013,0.801918148034455,1.16076592689873,0.245737103019696,0.505016355994849,ENST00000416984.6,ENSG00000104299.15,INTS9,INTS9-201,4,3,9,20,5,10
5646,65.739296530091,-0.409613684694573,0.352723112367668,-1.16128960743464,0.245524144426778,0.505016355994849,ENST00000329214.13,ENSG00000185298.13,CCDC137,CCDC137-201,94,31,83,67,74,68
5647,29.1708419579242,-0.673958230610895,0.580607914299091,-1.16078030287358,0.245731255193891,0.505016355994849,ENST00000379980.8,ENSG00000133026.14,MYH10,MYH10-203,69,19,31,16,22,24
5648,46.9611621921961,-0.62613844546377,0.539520918018141,-1.16054526257074,0.245826876589784,0.505102851066651,ENST00000605844.6,ENSG00000270647.7,TAF15,TAF15-214,42,7,87,67,62,50
5649,182.542594149142,-0.450229099772999,0.388096384663552,-1.16009609356014,0.246009684484316,0.505388987155335,ENST00000313269.5,ENSG00000178719.17,GRINA,GRINA-201,178,89,196,206,307,158
5650,183.767937333843,0.549535165816292,0.473885781808483,1.15963632358648,0.246196905560967,0.505684086554872,ENST00000262963.11,ENSG00000105426.18,PTPRS,PTPRS-201,252,202,144,162,111,180
5651,15.0924041723087,-0.835743274916023,0.720973004104254,-1.15918802806543,0.246379550311755,0.50596968348397,ENST00000368320.7,ENSG00000132680.11,KHDC4,KHDC4-202,45,8,14,10,8,12
5652,64.6888226949494,-0.432357029248865,0.373112050889695,-1.15878602210221,0.246543416490246,0.506188732522123,ENST00000453712.6,ENSG00000138698.15,RAP1GDS1,RAP1GDS1-206,95,37,77,58,75,60
5653,20.4341912776365,0.699014096515989,0.603268008018388,1.15871235872777,0.246573451524995,0.506188732522123,ENST00000551109.5,ENSG00000161642.18,ZNF385A,ZNF385A-212,14,8,31,37,9,36
5654,5.82700807494032,-1.00133290984961,0.864803089688922,-1.15787388110489,0.246915507733312,0.506541029982679,ENST00000306270.12,ENSG00000005700.15,IBTK,IBTK-201,10,3,10,5,6,3
5655,26.4537199201249,0.636492697283987,0.549839908100903,1.15759639834506,0.247028779746915,0.506541029982679,ENST00000673929.1,ENSG00000033170.17,FUT8,FUT8-216,31,24,31,31,9,33
5656,19.8647906116414,-0.611811322433999,0.528500593521853,-1.15763601769484,0.24701260439439,0.506541029982679,ENST00000572584.2,ENSG00000122390.19,NAA60,NAA60-214,34,11,29,21,18,13
5657,15.9459901135712,-0.686432580623805,0.592974556167109,-1.15760882736823,0.247023705282129,0.506541029982679,ENST00000684265.1,ENSG00000079432.9,CIC,CIC-210,33,7,14,16,19,13
5658,12.7409869454443,-0.71419059307595,0.616670402252717,-1.15813989201847,0.246806952836096,0.506541029982679,ENST00000679667.1,ENSG00000131043.13,AAR2,AAR2-205,19,7,16,10,17,10
5659,29.3322418387479,-0.533132582554471,0.460494240381505,-1.15773995807806,0.24697017228361,0.506541029982679,ENST00000252136.12,ENSG00000099899.15,TRMT2A,TRMT2A-201,31,12,44,33,40,27
5660,20.7602124060901,0.650288624787122,0.561783581080812,1.15754295192472,0.247050601439204,0.506541029982679,ENST00000687496.1,ENSG00000156531.18,PHF6,PHF6-208,13,14,31,38,11,24
5661,16.2080732427587,-0.667757287659946,0.577144308921733,-1.15700229099981,0.247271424338031,0.506814708485137,ENST00000641493.1,ENSG00000109339.24,MAPK10,MAPK10-322,25,9,28,12,14,14
5662,192.944399339954,-0.33281930719374,0.287646908231581,-1.15704114200244,0.247255551760994,0.506814708485137,ENST00000645220.1,ENSG00000105928.16,GSDME,GSDME-214,261,90,234,230,223,190
5663,9.58873181965262,0.825196139951197,0.713698103014017,1.15622577174622,0.247588820934438,0.507375643112158,ENST00000439158.5,ENSG00000235109.8,ZSCAN31,ZSCAN31-209,4,6,11,17,8,14
5664,220.149140928695,-0.35301897465849,0.305367451890246,-1.15604650224927,0.247662136541558,0.507436280820052,ENST00000354947.10,ENSG00000166908.18,PIP4K2C,PIP4K2C-201,356,114,249,235,226,213
5665,331.206664058293,-0.37936246576787,0.328343038103917,-1.15538452698304,0.247932995346778,0.507901572991944,ENST00000608443.6,ENSG00000105701.16,FKBP8,FKBP8-213,419,129,352,402,462,353
5666,8.65080875922227,-1.02799271109214,0.890035821351487,-1.15500150267117,0.248089811114654,0.508133120011571,ENST00000636615.1,ENSG00000250644.3,ENSG00000250644,ENST00000636615,12,3,6,2,19,11
5667,26.3283240276829,-0.634487221191387,0.549434946854345,-1.15479953509326,0.248172527542222,0.508212843149371,ENST00000423118.5,ENSG00000008710.20,PKD1,PKD1-203,58,11,32,18,20,31
5668,961.895433143328,-0.434543454101707,0.376384921362633,-1.15451876373932,0.248287550348465,0.508358684155599,ENST00000348035.9,ENSG00000136238.19,RAC1,RAC1-201,1093,323,960,1289,1540,973
5669,5.00026366804461,1.10974069102605,0.961399386090907,1.15429727445355,0.248378313549438,0.508365137344132,ENST00000306932.10,ENSG00000145216.16,FIP1L1,FIP1L1-201,4,1,4,11,3,11
5670,9.57163002090479,-0.814510030084114,0.705610504089857,-1.15433376538906,0.248363358479403,0.508365137344132,ENST00000375023.3,ENSG00000204301.6,NOTCH4,NOTCH4-201,17,3,17,8,8,10
5671,8.19970430855081,-0.892428660310571,0.773237230560271,-1.15414600466656,0.248440315122859,0.508402372950234,ENST00000513973.6,ENSG00000013375.16,PGM3,PGM3-212,15,4,14,4,7,8
5672,100.738453072137,-0.416265372262464,0.36095744482356,-1.15322561767895,0.248817791278902,0.508564543239175,ENST00000291416.10,ENSG00000116525.14,TRIM62,TRIM62-201,184,50,115,122,92,83
5673,232.058540181256,0.438075956157846,0.379904874918699,1.15312012316661,0.248861083100901,0.508564543239175,ENST00000383202.7,ENSG00000118007.13,STAG1,STAG1-202,267,218,234,291,164,202
